YEAR,1_SELF_EMPLOY,2_NUM_OF_EMPLOYEES,3_TECH_ORG,4_MH_BEN_PROVIDED,5_AWARE_OF_MH_BENEFITS,6_EMPLOY_FORMALLY_DISCUSS_MH,7_EMPLOY_OFFER_RESOURCES,8_ANONIMITY_PROTECT,9_COMFORT_DISCUSS_SUPERVISOR,10_EVER_DISUSS_MH_w_EMPLOY,11_IMPORTANCE_EMPLOY_PHYS_HEALTH,12_IMPORTANCE_EMPLOY_MENTAL_HEALTH,13_IF_DIAGNOSED_MH_REVEAL_COWORK_EMPLOYEES,14_IF_REVEAL_DISORDER_HOW_IMPACT_RELATIONSHIP,15_CURRENT_MH_DISORDER,16_DIAGNOSED_MH_DISORDER,17_DISORDER_INTERFERE_WITH_WORK_WHEN_TREATED,18_DISORDER_INTERFERE_WITH_WORK_WHEN_NOT_TREATED,19_TECH_SUPPORT_EMPLOYEE_w_MH_DISORDER,20_AGE,21_GENDER,22_COUNTRY,23_STATE,24_RACE,25_COUNTRY_2
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,8,7,,,Don't Know,,Not applicable to me,Not applicable to me,2,28,m,United States of America,California,White,United States of America
2018,0,100-500,0,Yes,Yes,Yes,Yes,I don't know,Yes,0,10,10,,,No,,Rarely,Sometimes,2,54,transgender,United States of America,Washington,White,United States of America
2018,0,26-100,0,I don't know,No,No,No,I don't know,Yes,0,6,5,,,No,,Not applicable to me,Not applicable to me,2,39,male,United States of America,Illinois,White,United States of America
2018,0,100-500,0,Yes,Yes,No,Yes,Yes,No,1,6,4,,,Yes,Yes,Sometimes,Often,2,37,cis male,United States of America,Illinois,White,United States of America
2018,0,26-100,1,I don't know,No,No,I don't know,I don't know,No,0,5,5,,,Don't Know,,Not applicable to me,Not applicable to me,1,29,m,United States of America,California,White,United States of America
2018,0,More than 1000,1,I don't know,No,No,Yes,I don't know,Yes,0,5,5,,,Possibly,,Sometimes,Often,3,31,Male,United States of America,Connecticut,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,I don't know,Yes,Yes,1,7,7,,,Yes,Yes,Never,Sometimes,2,49,Male,United States of America,Nevada,White,United States of America
2018,0,100-500,1,Yes,No,I don't know,I don't know,Yes,Maybe,0,5,5,,,No,,Not applicable to me,Not applicable to me,2,43,Male,United States of America,Washington,White,United States of America
2018,0,500-1000,0,Yes,Yes,Yes,Yes,Yes,Yes,1,8,7,,,Yes,Yes,Sometimes,Often,4,38,non binary,United States of America,New Hampshire,White,United States of America
2018,0,100-500,1,Yes,Yes,I don't know,I don't know,I don't know,Maybe,0,4,3,,,No,,Rarely,Often,4,35,female,United States of America,Oregon,White,United States of America
2018,0,More than 1000,1,Yes,Yes,No,Yes,I don't know,Maybe,0,5,2,,,Yes,Yes,Sometimes,Often,3,23,Male,United States of America,South Carolina,White,United States of America
2018,0,26-100,1,I don't know,No,No,I don't know,Yes,Yes,0,7,7,,,No,,Rarely,Rarely,3,42,Male,United Kingdom,,,United Kingdom
2018,0,More than 1000,0,Yes,Yes,Yes,Yes,Yes,Yes,0,6,5,,,Yes,Yes,Sometimes,Often,4,36,male,United States of America,Indiana,White,United States of America
2018,0,More than 1000,1,Yes,No,No,I don't know,I don't know,Yes,0,6,5,,,Yes,No,Sometimes,Often,3,38,Male,United States of America,Nebraska,White,United States of America
2018,0,More than 1000,1,I don't know,No,No,Yes,I don't know,Maybe,0,5,5,,,Possibly,,Not applicable to me,Not applicable to me,1,41,Male,United Kingdom,,,United Kingdom
2018,0,More than 1000,1,Yes,Yes,I don't know,I don't know,Yes,Yes,1,8,6,,,Yes,Yes,Sometimes,Often,2,37,f,United States of America,Indiana,White,United States of America
2018,0,26-100,1,I don't know,No,Yes,Yes,Yes,Yes,0,8,10,,,Yes,Yes,Not applicable to me,Sometimes,4,25,male,United States of America,Minnesota,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,9,7,,,No,,Rarely,Often,3,33,Male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,I don't know,No,Yes,I don't know,I don't know,Yes,0,7,6,,,No,,Not applicable to me,Not applicable to me,3,35,Female/gender non-binary.,United States of America,New Mexico,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,No,1,5,5,,,Yes,Yes,Rarely,Often,4,32,Female,United States of America,Oregon,White,United States of America
2018,1,,,,,,,,,,,,"No, because it would impact me negatively",I'm not sure,Possibly,,Not applicable to me,Sometimes,1,45,N/A,United States of America,Pennsylvania,,United States of America
2018,0,100-500,1,No,No,Yes,No,I don't know,No,0,10,6,,,Yes,Yes,Rarely,Often,3,25,Female ,Poland,,,Poland
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,7,7,,,Yes,Yes,Rarely,Often,3,40,Cis woman,United States of America,California,White,United States of America
2018,0,100-500,1,Yes,Yes,I don't know,I don't know,I don't know,Maybe,0,7,6,,,No,,Rarely,Not applicable to me,4,34,Male,United States of America,California,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,0,4,3,,,No,,Not applicable to me,Not applicable to me,2,28,Male,United States of America,Missouri,White,United States of America
2018,0,More than 1000,1,Yes,Yes,No,I don't know,I don't know,No,1,9,3,,,Yes,Yes,Often,Often,2,49,M,United States of America,Pennsylvania,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,5,7,,,Yes,Yes,Rarely,Sometimes,3,33,female,United States of America,Michigan,White,United States of America
2018,1,,,,,,,,,,,,"Sometimes, if it comes up",I'm not sure,Yes,Yes,Sometimes,Often,2,41,Cis Male,United States of America,California,White,United States of America
2018,0,26-100,1,Yes,Yes,No,No,Yes,No,0,5,7,,,Possibly,,Sometimes,Often,4,36,m,United States of America,Florida,White,United States of America
2018,0,More than 1000,1,No,N/A,No,Yes,No,Maybe,1,8,2,,,Yes,Yes,Rarely,Often,2,37,Male,United States of America,Illinois,White,United States of America
2018,0,25-Jun,1,I don't know,No,No,I don't know,I don't know,Maybe,0,0,3,,,Yes,Yes,Often,Often,2,39,Male,United States of America,Pennsylvania,White,United States of America
2018,0,100-500,1,I don't know,No,No,No,I don't know,No,0,4,2,,,Possibly,,Sometimes,Often,2,49,Female (cisgender),United States of America,Virginia,White,United States of America
2018,0,100-500,1,I don't know,No,Yes,Yes,I don't know,Yes,0,7,7,,,No,,Not applicable to me,Not applicable to me,3,33,Male,United States of America,Michigan,White,United States of America
2018,0,25-Jun,1,Not eligible for coverage / NA,N/A,No,No,I don't know,Maybe,0,6,5,,,Possibly,,Sometimes,Often,2,29,,United Kingdom,,,United Kingdom
2018,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Don't Know,,Not applicable to me,Sometimes,3,34,M,United States of America,Illinois,White,United States of America
2018,0,100-500,1,I don't know,No,Yes,I don't know,I don't know,Yes,1,5,8,,,Possibly,,Sometimes,Not applicable to me,4,29,Male,United Kingdom,,,United Kingdom
2018,0,26-100,1,Yes,No,No,No,I don't know,Maybe,0,3,4,,,Don't Know,,Not applicable to me,Not applicable to me,3,25,Male,United States of America,Nebraska,White,United States of America
2018,0,100-500,0,I don't know,No,No,I don't know,I don't know,No,0,2,1,,,Yes,Yes,Sometimes,Sometimes,2,35,Male,United States of America,Illinois,White,United States of America
2018,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,3,32,Male,United States of America,Nebraska,White,United States of America
2018,0,25-Jun,1,Yes,Yes,No,Yes,I don't know,Yes,0,10,10,,,Yes,Yes,Rarely,Often,4,21,Male,United States of America,Missouri,White,United States of America
2018,0,25-Jun,1,Yes,No,No,No,Yes,Yes,0,0,0,,,No,,Not applicable to me,Not applicable to me,5,43,M,United States of America,Nebraska,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,5,5,,,Yes,Yes,Rarely,Often,2,31,Female,United States of America,Washington,White,United States of America
2018,0,26-100,1,I don't know,No,Yes,Yes,I don't know,Maybe,0,6,5,,,Yes,Yes,Sometimes,Often,2,27,Cis-Female,United States of America,Nebraska,White,United States of America
2018,0,25-Jun,1,Yes,Yes,No,No,Yes,No,0,0,0,,,Yes,Yes,Rarely,Often,5,23,Man,United States of America,Nebraska,White,United States of America
2018,0,More than 1000,0,Yes,Yes,Yes,Yes,Yes,No,1,5,3,,,No,,Not applicable to me,Not applicable to me,3,28,male,United States of America,Nebraska,White,United States of America
2018,0,More than 1000,0,Yes,Yes,Yes,Yes,I don't know,No,0,5,3,,,Yes,Yes,Sometimes,Often,2,37,Female,United States of America,Nebraska,More than one of the above,United States of America
2018,0,25-Jun,1,I don't know,No,No,I don't know,I don't know,Maybe,0,5,5,,,No,,Not applicable to me,Not applicable to me,3,30,male,United States of America,Kansas,White,United States of America
2018,0,25-Jun,1,Yes,Yes,No,Yes,I don't know,No,0,1,3,,,No,,Not applicable to me,Not applicable to me,1,30,M,United States of America,Nebraska,White,United States of America
2018,0,100-500,1,Yes,No,No,No,I don't know,Maybe,1,6,2,,,Yes,Yes,Often,Often,1,30,Cisgendered woman,United States of America,Washington,White,United States of America
2018,1,,,,,,,,,,,,"No, because it would impact me negatively",I'm not sure,Possibly,,Sometimes,Often,2,32,F,United States of America,Missouri,White,United States of America
2018,0,More than 1000,0,No,No,No,I don't know,I don't know,No,0,1,0,,,Yes,Yes,Often,Often,1,35,M,United States of America,Nebraska,White,United States of America
2018,0,More than 1000,0,Yes,Yes,Yes,Yes,Yes,Yes,0,8,6,,,Yes,Yes,Rarely,Often,1,45,Female,United States of America,California,More than one of the above,United States of America
2018,0,500-1000,1,No,Yes,No,No,I don't know,No,0,7,6,,,Yes,Yes,Rarely,Often,2,31,female,Germany,,,Germany
2018,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,Maybe,0,6,8,,,Yes,Yes,Sometimes,Not applicable to me,3,34,Female,United States of America,Illinois,White,United States of America
2018,0,100-500,1,No,No,No,No,I don't know,No,1,0,0,,,Possibly,,Rarely,Often,2,30,Male,United States of America,New York,More than one of the above,United States of America
2018,0,More than 1000,1,Yes,Yes,No,No,I don't know,No,1,7,2,,,Yes,Yes,Rarely,Often,2,33,Trans woman,United States of America,California,White,United States of America
2018,0,26-100,1,I don't know,No,No,No,I don't know,Maybe,0,7,7,,,Don't Know,,Not applicable to me,Not applicable to me,3,32,Male,New Zealand,,,United States of America
2018,0,500-1000,0,I don't know,No,No,Yes,I don't know,No,0,9,3,,,Possibly,,Not applicable to me,Not applicable to me,2,28,female,United States of America,Illinois,White,United States of America
2018,0,25-Jun,1,No,Yes,No,No,I don't know,No,1,5,2,,,No,,Rarely,Often,1,28,Male,United States of America,Illinois,More than one of the above,United States of America
2018,0,500-1000,1,Yes,Yes,No,I don't know,Yes,No,0,7,4,,,Yes,Yes,Rarely,Often,2,33,Male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,No,Yes,No,1,7,6,,,Possibly,,Rarely,Sometimes,3,28,Female,United States of America,Illinois,Asian,United States of America
2018,0,100-500,1,I don't know,No,No,No,I don't know,Maybe,1,5,0,,,Yes,No,Not applicable to me,Often,1,28,Female,United States of America,California,White,United States of America
2018,0,26-100,1,I don't know,No,No,I don't know,No,Yes,0,8,3,,,No,,Not applicable to me,Not applicable to me,2,43,Male,United States of America,Minnesota,White,United States of America
2018,0,More than 1000,1,I don't know,No,I don't know,I don't know,I don't know,Yes,0,5,5,,,No,,Not applicable to me,Not applicable to me,3,31,Female,United States of America,California,Asian,United States of America
2018,0,500-1000,0,Yes,No,I don't know,I don't know,I don't know,Yes,0,6,6,,,Possibly,,Not applicable to me,Not applicable to me,3,40,female,United States of America,Oregon,White,United States of America
2018,0,More than 1000,0,Yes,No,No,I don't know,I don't know,Maybe,0,7,4,,,Possibly,,Rarely,Rarely,2,42,Female,United States of America,Ohio,White,United States of America
2018,0,26-100,1,Yes,No,I don't know,I don't know,I don't know,Maybe,0,7,6,,,Possibly,,Not applicable to me,Sometimes,3,38,Male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,I don't know,Yes,No,No,Yes,Yes,1,7,8,,,No,,Not applicable to me,Not applicable to me,3,39,Male,United States of America,Illinois,White,United States of America
2018,0,25-Jun,0,Not eligible for coverage / NA,No,No,I don't know,I don't know,Maybe,0,10,8,,,Yes,Yes,Often,Often,1,21,Male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,Maybe,1,8,8,,,Possibly,,Rarely,Sometimes,4,32,woman,United States of America,Illinois,More than one of the above,United States of America
2018,0,25-Jun,1,Not eligible for coverage / NA,Yes,No,No,I don't know,Maybe,1,2,2,,,Possibly,,Never,Sometimes,3,32,Male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,Yes,1,7,6,,,Yes,Yes,Rarely,Sometimes,2,40,Male ,United States of America,Illinois,White,United States of America
2018,1,,,,,,,,,,,,"Sometimes, if it comes up",No change,Yes,Yes,Often,Often,4,35,Male,United States of America,Illinois,White,United States of America
2018,0,More than 1000,1,Yes,Yes,No,No,Yes,No,0,3,0,,,Possibly,,Sometimes,Often,3,28,Male,United States of America,Illinois,White,United States of America
2018,0,500-1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,3,6,,,Yes,Yes,Rarely,Often,2,25,Female,United States of America,Massachusetts,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,No,0,5,5,,,No,,Not applicable to me,Not applicable to me,4,37,male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,6,8,,,Yes,Yes,Sometimes,Often,3,40,genderfluid,United States of America,Illinois,White,United States of America
2018,0,26-100,1,I don't know,No,No,No,I don't know,Maybe,0,7,3,,,Yes,Yes,Sometimes,Often,3,31,Female,United States of America,Illinois,White,United States of America
2018,1,,,,,,,,,,,,"Sometimes, if it comes up",Negatively,Yes,Yes,Sometimes,Often,2,47,F,Belgium,,,New Zealand
2018,0,100-500,1,Yes,No,No,No,I don't know,No,1,6,5,,,Yes,Yes,Often,Often,2,26,Genderqueer,United States of America,Michigan,White,United States of America
2018,0,26-100,0,Yes,Yes,No,I don't know,I don't know,Yes,0,6,5,,,Yes,Yes,Rarely,Sometimes,3,27,Female,United States of America,Pennsylvania,White,United States of America
2018,0,25-Jun,1,I don't know,Yes,No,No,No,No,0,5,5,,,No,,Rarely,Sometimes,1,46,m,Norway,,,Norway
2018,0,More than 1000,1,Yes,Yes,I don't know,No,I don't know,Maybe,0,6,5,,,Yes,Yes,Rarely,Sometimes,2,22,Woman,United States of America,California,Black or African American,United States of America
2018,0,26-100,1,No,N/A,No,No,I don't know,Maybe,0,5,5,,,No,,Rarely,Sometimes,3,37,Female,Ireland,,,Ireland
2018,0,100-500,1,Yes,Yes,Yes,Yes,I don't know,No,1,3,3,,,Yes,Yes,Sometimes,Often,1,27,Male,United States of America,Massachusetts,White,United States of America
2018,0,More than 1000,0,Yes,No,No,I don't know,I don't know,Maybe,0,2,5,,,Possibly,,Not applicable to me,Often,3,28,Female,United States of America,Pennsylvania,I prefer not to answer,United States of America
2018,0,100-500,1,Yes,Yes,Yes,No,Yes,No,0,7,4,,,Yes,Yes,Rarely,Often,2,32,female,United States of America,California,White,United States of America
2018,0,100-500,1,Yes,No,No,I don't know,I don't know,Maybe,0,7,5,,,No,,Not applicable to me,Not applicable to me,2,33,Male,United States of America,Pennsylvania,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,1,9,7,,,Yes,Yes,Sometimes,Often,4,27,Female,United States of America,Pennsylvania,White,United States of America
2018,0,More than 1000,1,Yes,Yes,I don't know,I don't know,Yes,Yes,0,8,7,,,Yes,Yes,Rarely,Often,2,38,female,United States of America,North Carolina,White,United States of America
2018,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Yes,Yes,Often,Often,5,31,Male,United States of America,Pennsylvania,White,United States of America
2018,0,25-Jun,1,Yes,No,No,No,Yes,Yes,1,6,6,,,Yes,Yes,Rarely,Sometimes,3,28,Female,United States of America,Texas,White,United States of America
2018,0,More than 1000,0,Yes,No,Yes,Yes,I don't know,Maybe,0,2,1,,,Don't Know,,Not applicable to me,Not applicable to me,1,32,Female,United States of America,Michigan,White,United States of America
2018,0,26-100,0,No,No,No,No,Yes,Yes,0,8,3,,,Possibly,,Rarely,Sometimes,3,30,Female,United States of America,Minnesota,White,United States of America
2018,0,100-500,1,Yes,Yes,No,No,I don't know,No,0,8,4,,,Yes,Yes,Never,Sometimes,2,26,Female,United States of America,Massachusetts,White,United States of America
2018,0,More than 1000,0,I don't know,No,Yes,Yes,I don't know,No,0,7,7,,,Possibly,,Not applicable to me,Not applicable to me,3,41,Female,United States of America,Michigan,White,United States of America
2018,0,100-500,1,I don't know,No,No,No,I don't know,Maybe,0,8,5,,,Don't Know,,Sometimes,Sometimes,2,39,Female,United States of America,Texas,White,United States of America
2018,0,100-500,1,Yes,No,No,I don't know,I don't know,Maybe,0,5,3,,,Don't Know,,Not applicable to me,Not applicable to me,3,37,Demiguy,United States of America,New Jersey,White,United States of America
2018,0,More than 1000,0,Not eligible for coverage / NA,N/A,I don't know,Yes,Yes,No,0,8,5,,,Possibly,,Not applicable to me,Often,3,21,Female,United States of America,Texas,Asian,United States of America
2018,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,Possibly,,Not applicable to me,Not applicable to me,2,38,Male,United States of America,Michigan,White,United States of America
2018,0,100-500,0,Yes,Yes,No,No,I don't know,No,0,6,3,,,No,,Not applicable to me,Often,1,35,Female ,United States of America,Washington,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,No,1,3,2,,,Yes,Yes,Often,Often,3,33,Female,Switzerland,,,Switzerland
2018,0,26-100,1,Yes,No,No,I don't know,Yes,No,0,6,6,,,Don't Know,,Not applicable to me,Often,2,38,Male ,Netherlands,,,Netherlands
2018,0,25-Jun,1,No,N/A,No,No,I don't know,Maybe,0,5,5,,,Yes,Yes,Rarely,Sometimes,3,29,female,United States of America,Colorado,White,United States of America
2018,0,500-1000,1,Yes,Yes,Yes,Yes,Yes,Maybe,0,7,7,,,Yes,Yes,Sometimes,Often,4,25,Female,United States of America,Missouri,White,United States of America
2018,0,100-500,1,I don't know,No,No,I don't know,I don't know,No,0,6,4,,,Don't Know,,Sometimes,Sometimes,2,41,female,United States of America,California,White,United States of America
2018,0,26-100,1,Yes,Yes,No,No,I don't know,Yes,1,10,10,,,Yes,Yes,Sometimes,Often,3,37,Female,United States of America,California,White,United States of America
2018,0,25-Jun,1,I don't know,No,No,No,I don't know,Maybe,0,5,4,,,Yes,Yes,Sometimes,Often,2,29,Male,United States of America,Georgia,White,United States of America
2018,0,100-500,1,Yes,No,I don't know,I don't know,I don't know,Yes,1,7,7,,,No,,Not applicable to me,Not applicable to me,3,45,F,United States of America,Massachusetts,White,United States of America
2018,0,25-Jun,1,I don't know,No,No,No,Yes,No,0,5,5,,,No,,Not applicable to me,Not applicable to me,2,45,none,Germany,,,United Kingdom
2018,0,100-500,1,Yes,No,No,Yes,Yes,Yes,0,8,7,,,Possibly,,Rarely,Sometimes,2,45,Female,United States of America,California,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,Yes,Yes,1,6,8,,,Yes,Yes,Rarely,Often,3,30,Trans female,United States of America,Massachusetts,White,United States of America
2018,0,25-Jun,1,I don't know,No,No,No,I don't know,Yes,0,10,10,,,No,,Not applicable to me,Not applicable to me,3,27,male,United States of America,Michigan,American Indian or Alaska Native,United States of America
2018,0,25-Jun,0,I don't know,No,No,I don't know,I don't know,Yes,0,4,3,,,No,,Not applicable to me,Not applicable to me,2,36,Cisgender male,United States of America,New York,White,United States of America
2018,0,500-1000,0,Yes,Yes,Yes,Yes,Yes,No,0,5,7,,,Yes,Yes,Rarely,Sometimes,3,44,F,United States of America,Minnesota,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Maybe,0,7,8,,,Yes,Yes,Rarely,Sometimes,4,35,Female,United States of America,Michigan,White,United States of America
2018,0,25-Jun,1,I don't know,No,No,No,I don't know,Maybe,1,5,5,,,Possibly,,Not applicable to me,Not applicable to me,1,42,non-binary,United States of America,New Jersey,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,No,0,10,8,,,Yes,Yes,Sometimes,Often,4,26,Male,United States of America,California,White,United States of America
2018,1,,,,,,,,,,,,"Sometimes, if it comes up",Positively,No,,Never,Rarely,3,33,Female,United States of America,California,Asian,United States of America
2018,0,100-500,1,Yes,Yes,No,No,I don't know,Yes,1,8,9,,,Possibly,,Never,Rarely,4,25,Genderqueer,United States of America,California,I prefer not to answer,United States of America
2018,0,More than 1000,0,Yes,Yes,No,No,I don't know,Maybe,0,7,4,,,Yes,Yes,Rarely,Sometimes,2,36,F,United States of America,Washington,White,United States of America
2018,0,500-1000,1,Yes,Yes,Yes,Yes,I don't know,Yes,0,7,6,,,Yes,Yes,Rarely,Often,2,32,female,United States of America,Pennsylvania,White,United States of America
2018,0,More than 1000,1,Yes,Yes,Yes,Yes,I don't know,Maybe,1,2,4,,,Yes,Yes,Sometimes,Often,1,29,Female,United States of America,Colorado,White,United States of America
2018,0,More than 1000,1,I don't know,No,Yes,Yes,Yes,Maybe,0,5,5,,,No,,Not applicable to me,Not applicable to me,2,29,f,United States of America,California,White,United States of America
2018,0,26-100,1,Yes,No,I don't know,I don't know,Yes,Yes,0,9,9,,,No,,Not applicable to me,Not applicable to me,2,43,Male,United States of America,Michigan,White,United States of America
2018,1,,,,,,,,,,,,"No, because it would impact me negatively",Not applicable to me,Possibly,,Often,Often,1,37,Male,Portugal,,,Portugal
2018,0,500-1000,0,No,No,Yes,I don't know,I don't know,Yes,0,4,5,,,No,,Not applicable to me,Not applicable to me,4,26,Male,United Kingdom,,,United Kingdom
2018,0,26-100,1,Yes,Yes,No,No,I don't know,Maybe,1,7,5,,,Yes,Yes,Often,Often,3,46,Male,United States of America,Minnesota,White,United States of America
2018,1,,,,,,,,,,,,"No, because it doesn't matter",Not applicable to me,Yes,Yes,Sometimes,Sometimes,3,35,Female,United States of America,California,White,United States of America
2018,1,,,,,,,,,,,,"No, because it doesn't matter",Not applicable to me,Don't Know,,Not applicable to me,Not applicable to me,3,37,Male,United States of America,Indiana,White,United States of America
2018,0,500-1000,0,Yes,Yes,Yes,Yes,Yes,Yes,1,9,7,,,Yes,Yes,Rarely,Sometimes,3,30,Female,United States of America,Michigan,White,United States of America
2018,0,26-100,1,Yes,No,No,I don't know,I don't know,Maybe,0,6,3,,,Yes,Yes,Often,Often,2,36,Male,United States of America,Michigan,White,United States of America
2018,0,More than 1000,0,Yes,Yes,No,Yes,I don't know,Maybe,0,5,0,,,Yes,Yes,Rarely,Often,1,31,Female,United States of America,Michigan,White,United States of America
2018,0,25-Jun,1,Not eligible for coverage / NA,N/A,No,No,I don't know,No,0,4,1,,,Possibly,,Not applicable to me,Sometimes,1,42,Male,France,,,Switzerland
2018,1,,,,,,,,,,,,Not applicable to me,Not applicable to me,No,,Not applicable to me,Not applicable to me,2,41,cis male,United States of America,Illinois,More than one of the above,United States of America
2018,0,More than 1000,1,I don't know,No,No,I don't know,I don't know,Yes,0,6,2,,,Possibly,,Not applicable to me,Sometimes,3,33,Female,United States of America,California,White,United States of America
2018,0,More than 1000,0,Yes,Yes,I don't know,Yes,Yes,No,0,8,8,,,Possibly,,Sometimes,Often,2,26,male,United States of America,Illinois,White,United States of America
2018,0,100-500,1,No,No,No,No,I don't know,Maybe,0,0,0,,,Possibly,,Sometimes,Often,2,37,m,United States of America,Georgia,White,United States of America
2018,0,100-500,1,Yes,Yes,Yes,Yes,Yes,Yes,1,7,7,,,Yes,Yes,Often,Often,2,36,She/her/they/them,United States of America,Illinois,White,United States of America
2018,0,26-100,1,Not eligible for coverage / NA,N/A,No,No,Yes,Yes,0,10,10,,,No,,Not applicable to me,Not applicable to me,2,35,Male,Ethiopia,,,Ethiopia
2018,0,100-500,0,I don't know,No,No,I don't know,I don't know,Yes,0,5,5,,,No,,Not applicable to me,Not applicable to me,4,45,male,United Kingdom,,,United Kingdom
2018,0,25-Jun,1,No,N/A,No,No,I don't know,Yes,0,10,10,,,Don't Know,,Not applicable to me,Not applicable to me,5,23,Male,India,,,India
2018,0,25-Jun,1,Yes,No,No,No,I don't know,Yes,0,8,6,,,No,,Not applicable to me,Not applicable to me,4,26,Male,United States of America,Illinois,White,United States of America
2018,1,,,,,,,,,,,,"No, because it doesn't matter",Not applicable to me,Yes,Yes,Often,Not applicable to me,1,23,Male,Canada,,,Canada
2018,0,25-Jun,0,No,No,No,No,I don't know,Maybe,0,5,4,,,No,,Not applicable to me,Not applicable to me,3,26,male,Mexico,,,Mexico
2018,0,25-Jun,1,I don't know,No,No,No,Yes,Yes,0,8,6,,,Possibly,,Not applicable to me,Not applicable to me,2,34,Male,United States of America,Massachusetts,White,United States of America
2018,0,25-Jun,1,Not eligible for coverage / NA,N/A,Yes,I don't know,Yes,Maybe,0,7,7,,,No,,Not applicable to me,Not applicable to me,4,22,Male,Macedonia,,,Macedonia
2018,0,25-Jun,0,Yes,No,No,No,No,No,1,6,1,,,Possibly,,Not applicable to me,Not applicable to me,4,42,Female,United States of America,North Dakota,White,United States of America
2018,0,500-1000,1,No,N/A,No,No,Yes,No,0,4,0,,,Possibly,,Never,Sometimes,1,40,male,Mexico,,,Mexico
2018,0,500-1000,0,I don't know,No,No,I don't know,I don't know,No,0,1,1,,,Possibly,,Not applicable to me,Not applicable to me,1,42,Male,United States of America,Oregon,,United States of America
2018,0,26-100,1,Yes,Yes,No,No,I don't know,Maybe,0,8,5,,,Possibly,,Not applicable to me,Sometimes,2,35,Male,United States of America,Ohio,White,United States of America
2018,0,25-Jun,1,No,No,No,No,Yes,Yes,1,8,8,,,Yes,Yes,Rarely,Often,3,36,Male,United States of America,Oregon,White,United States of America
2018,0,26-100,1,Yes,Yes,No,I don't know,Yes,Maybe,0,7,7,,,No,,Not applicable to me,Not applicable to me,3,37,Male,United States of America,Illinois,I prefer not to answer,United States of America
2018,0,100-500,0,Yes,Yes,Yes,Yes,Yes,Yes,1,9,9,,,Yes,Yes,Sometimes,Often,4,31,Female,United States of America,Illinois,White,United States of America
2018,0,500-1000,1,Yes,Yes,No,I don't know,I don't know,Yes,0,5,5,,,Possibly,,Sometimes,Often,3,27,Male,United States of America,California,White,United States of America
2018,0,25-Jun,0,I don't know,No,I don't know,I don't know,I don't know,Maybe,0,3,3,,,No,,Not applicable to me,Not applicable to me,2,38,Male,United Kingdom,,,United Kingdom
2018,0,25-Jun,1,No,N/A,Yes,No,Yes,Yes,1,5,5,,,Yes,Yes,Rarely,Often,3,32,Male,United States of America,Kentucky,White,United States of America
2018,0,More than 1000,1,Yes,Yes,No,I don't know,I don't know,Maybe,0,7,5,,,Yes,Yes,Rarely,Rarely,3,23,Other,United States of America,California,White,United States of America
2018,0,More than 1000,0,No,No,No,I don't know,I don't know,No,0,6,0,,,Yes,Yes,Rarely,Often,2,51,Male,United States of America,Florida,White,United States of America
2018,0,26-100,1,Not eligible for coverage / NA,N/A,No,I don't know,I don't know,Yes,1,5,5,,,Yes,Yes,Sometimes,Often,2,26,Cis female ,Iceland,,,Iceland
2018,0,500-1000,1,Not eligible for coverage / NA,No,No,No,I don't know,Maybe,0,8,3,,,Possibly,,Not applicable to me,Sometimes,2,19,Female,United States of America,Tennessee,White,United States of America
